O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,AC_NO,Position,Party Code
4,RAFEEK KEECHERY,SOCIAL DEMOCRATIC PARTY OF INDIA,4173,28,4201,2.71,15,4,SDPOI
5,AGUSTHY N A,Independent,603,16,619,0.4,15,6,I
6,NOTA,None of the Above,781,15,796,0.51,15,5,NOTA
1,K V Sakkeer Hussain,Communist Party of India (Marxist),61942,1592,63534,44.7,16,2,CPI(M)
2,Adv. Sunny Joseph,Indian National Congress,64784,1922,66706,46.93,16,1,INC
3,Smitha Jayamohan,Bharatiya Janata Party,8956,199,9155,6.44,16,3,BJP
4,A C Jalaluddeen,SOCIAL DEMOCRATIC PARTY OF INDIA,1530,11,1541,1.08,16,4,SDPOI
5,John Pallikkamalil,Secular Democratic Congress,88,4,92,0.06,16,10,SDC
6,P K Saji,New Labour Party,104,2,106,0.07,16,9,NLP
7,Narayanakumar,Independent,55,5,60,0.04,16,11,I
8,Sakkeer E K S/o Asiya,Independent,101,15,116,0.08,16,8,I
9,Sakkeer Hussain S/o Hamsa,Independent,240,3,243,0.17,16,6,I
10,Sunny Muthukulathel,Independent,60,0,60,0.04,16,11,I
11,Sunny Vazhakkamalayil,Independent,121,0,121,0.09,16,7,I
12,NOTA,None of the Above,392,12,404,0.28,16,5,NOTA
1,O.R.KELU,Communist Party of India (Marxist),70807,1729,72536,47.54,17,1,CPI(M)
2,P.K.Jayalakshmi,Indian National Congress,61741,1513,63254,41.46,17,2,INC
3,Palliyara Mukundan,Bharatiya Janata Party,12911,231,13142,8.61,17,3,BJP
4,Vijaya Cheloor,Bahujan Samaj Party,188,2,190,0.12,17,8,BSP
5,Babitha Sreenu,SOCIAL DEMOCRATIC PARTY OF INDIA,1966,26,1992,1.31,17,4,SDPOI
6,Kelu K.K. S/o Kunkan,Independent,274,14,288,0.19,17,7,I
7,Lakshmi,Independent,374,8,382,0.25,17,6,I
8,NOTA,None of the Above,792,5,797,0.52,17,5,NOTA
1,C.K JANU,Bharatiya Janata Party,14934,264,15198,9.08,18,3,BJP
2,I.C BALAKRISHNAN,Indian National Congress,79152,1925,81077,48.42,18,1,INC
3,M.S VISWANATHAN,Communist Party of India (Marxist),67616,1639,69255,41.36,18,2,CPI(M)
4,ONDAN PANIYAN,Independent,730,12,742,0.44,18,5,I
5,NOTA,None of the Above,1142,18,1160,0.69,18,4,NOTA
1,ASWIN BHIMNATH,Bahujan Samaj Party,915,13,928,0.61,19,4,BSP
2,Adv.T SIDDIQU,Indian National Congress,68845,1407,70252,46.15,19,1,INC
3,SUBEESH T M,Bharatiya Janata Party,13868,245,14113,9.27,19,3,BJP
4,M.V.SHREYAMSKUMAR,Loktantrik Janta Dal,63392,1390,64782,42.56,19,2,LJD
5,SUNIL VAIDYAR,Anna Democratic Human Rights Movement Party of India,444,11,455,0.3,19,7,ADHRMPI
6,SHYLESH.K,Independent,204,6,210,0.14,19,8,I
7,T.SIDIQUE S/o ABDULLA,Independent,634,7,641,0.42,19,6,I
8,NOTA,None of the Above,809,19,828,0.54,19,5,NOTA
1,ADVOCATE M. RAJESH KUMAR,Bharatiya Janata Party,10033,192,10225,7.48,20,3,BJP
2,MANAYATH CHANDRAN,Loktantrik Janta Dal,55672,1930,57602,42.15,20,2,LJD
3,MUSTHAFA PALERI,SOCIAL DEMOCRATIC PARTY OF INDIA,2820,16,2836,2.08,20,4,SDPOI
4,K.K.REMA,Revolutionary Marxist Party of India,63418,1675,65093,47.63,20,1,RMPI
5,GANGADHARAN MADAPPALLY,Independent,182,4,186,0.14,20,6,I
6,VELLUPARAMBATH CHANDRAN,Independent,60,3,63,0.05,20,9,I
7,RAMA KUNIYIL,Independent,112,14,126,0.09,20,8,I
8,RAMA CHERIYA KAYYIL,Independent,50,2,52,0.04,20,10,I
9,K.T.K RAMA PADANNAYIL,Independent,128,9,137,0.1,20,7,I
10,NOTA,None of the Above,347,6,353,0.26,20,5,NOTA
1,K P KUNHAMMED KUTTI MASTER,Communist Party of India (Marxist),77265,2878,80143,47.2,21,1,CPI(M)
2,PARAKKAL ABDULLA,Indian Union Muslim League,77561,2249,79810,47.01,21,2,IUML
3,P P MURALI MASTER,Bharatiya Janata Party,8919,220,9139,5.38,21,3,BJP
4,ABDULLA S/o POKKER,Independent,75,0,75,0.04,21,8,I
5,K K KUNHAMMAD KUTTY,Independent,70,10,80,0.05,21,7,I
6,V P PRATHEESH,Independent,103,5,108,0.06,21,6,I
7,SURESH BABU M K,Independent,125,3,128,0.08,21,5,I
8,NOTA,None of the Above,282,14,296,0.17,21,4,NOTA
1,ADV. K. PRAVEEN KUMAR,Indian National Congress,77103,2155,79258,45.16,22,2,INC
2,M. P. RAJAN,Bharatiya Janata Party,10320,217,10537,6.0,22,3,BJP
3,E. K. VIJAYAN,Communist Party of India,80571,2722,83293,47.46,22,1,CPI
4,K. K. NASAR MASTER,SOCIAL DEMOCRATIC PARTY OF INDIA,1654,22,1676,0.95,22,4,SDPOI
5,SREEDHARAN K K,National Labour Party,163,2,165,0.09,22,7,NLP
6,T.PRAVEEN KUMAR S/O KANNAN,Independent,256,2,258,0.15,22,6,I
7,NOTA,None of the Above,307,9,316,0.18,22,5,NOTA
1,Kanathil Jameela,Communist Party of India (Marxist),73406,2222,75628,46.66,23,1,CPI(M)
2,N.P. Radhakrishnan,Bharatiya Janata Party,17213,342,17555,10.83,23,3,BJP
3,N. Subramaniyan,Indian National Congress,65807,1349,67156,41.43,23,2,INC
4,Praveen Cheruvath,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),221,0,221,0.14,23,7,SUCOI(C)
5,Jameela. P.P.,Independent,646,5,651,0.4,23,4,I
6,Subrahmanyan Kanaran,Independent,380,1,381,0.24,23,6,I
7,NOTA,None of the Above,482,10,492,0.3,23,5,NOTA
1,T.P. RAMAKRISHNAN,Communist Party of India (Marxist),82691,3332,86023,52.54,24,1,CPI(M)
2,ADV. K V SUDHEER,Bharatiya Janata Party,10834,331,11165,6.82,24,3,BJP
3,ISMAIL KAMMANA,SOCIAL DEMOCRATIC PARTY OF INDIA,1441,24,1465,0.89,24,4,SDPOI
4,C H EBRAHIMKUTTY S/O KUNJAMMED,Independent,61530,1901,63431,38.74,24,2,I
5,IBRAHIMKUTTY M S/O POKKER,Independent,900,15,915,0.56,24,5,I
6,V K CHANDRAN,Independent,275,5,280,0.17,24,7,I
7,NOTA,None of the Above,449,9,458,0.28,24,6,NOTA
1,JOBISH BALUSSERY,Bahujan Samaj Party,465,11,476,0.26,25,5,BSP
2,DHARMAJAN BOLGATTY,Indian National Congress,69145,2322,71467,39.28,25,2,INC
3,LIBIN BALUSSERY,Bharatiya Janata Party,16033,457,16490,9.06,25,3,BJP
4,Adv. K.M. SACHINDEV,Communist Party of India (Marxist),88612,3227,91839,50.47,25,1,CPI(M)
5,CHANDRIKA,Welfare Party Of India,856,33,889,0.49,25,4,WPOI
6,MOHANDAS UNNIKULAM,Republican Party of India (A),109,6,115,0.06,25,8,RPI(A)
7,DHARMENDRAN,Independent,235,12,247,0.14,25,7,I
8,NOTA,None of the Above,397,34,431,0.24,25,6,NOTA
1,T P Jayachandran Master,Bharatiya Janata Party,31056,954,32010,19.48,26,3,BJP
2,A .K Saseendran,Nationalist Congress Party,80607,3032,83639,50.89,26,1,NCP
3,TAHIR MOKKANDI,Welfare Party Of India,1911,89,2000,1.22,26,4,WPOI
4,RADHAKRISHNAN P K,Independent,548,32,580,0.35,26,6,I
5,Sulphikar Mayoori,Independent,43621,1516,45137,27.46,26,2,I
6,NOTA,None of the Above,960,24,984,0.6,26,5,NOTA
1,K M ABHIJITH,Indian National Congress,44759,1437,46196,33.58,27,2,INC
2,M T RAMESH,Bharatiya Janata Party,30241,711,30952,22.5,27,3,BJP
3,Thottathil Ravindran,Communist Party of India (Marxist),57357,1767,59124,42.98,27,1,CPI(M)
4,K RAHIM,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),152,4,156,0.11,27,6,SUCOI(C)
5,N ABHIJITH,Independent,328,0,328,0.24,27,5,I
6,V P RAMESH,Independent,84,12,96,0.07,27,8,I
7,A RAMESH,Independent,94,10,104,0.08,27,7,I
8,URANDIYIL RAVEENDRAN,Independent,75,15,90,0.07,27,9,I
9,NOTA,None of the Above,513,3,516,0.38,27,4,NOTA
1,NAVYA HARIDAS,Bharatiya Janata Party,24314,559,24873,20.89,28,3,BJP
2,ADV. NOORBEENA RASHEED,Indian Union Muslim League,39393,705,40098,33.68,28,2,IUML
3,AHAMMAD DEVARKOVIL,Indian National League,51582,975,52557,44.15,28,1,INL
4,P. HAREENDRANATH,Democratic Social Justice Party,392,18,410,0.34,28,6,DSJP
5,ADV. MUBEENA,Independent,503,10,513,0.43,28,5,I
6,NOTA,None of the Above,585,18,603,0.51,28,4,NOTA
1,ABDUL GAFOOR K. K,Bahujan Samaj Party,269,3,272,0.16,29,6,BSP
2,Adv. P. M NIYAS,Indian National Congress,52579,839,53418,32.33,29,2,INC
3,Adv. PRAKASHBABU,Bharatiya Janata Party,25822,445,26267,15.9,29,3,BJP
4,Adv. P. A MOHAMED RIYAS,Communist Party of India (Marxist),80505,1660,82165,49.73,29,1,CPI(M)
5,JAMAL CHALIYAM,SOCIAL DEMOCRATIC PARTY OF INDIA,2015,14,2029,1.23,29,4,SDPOI
6,E.M NIYAS S/o SALEEM BABU,Independent,159,3,162,0.1,29,8,I
7,NIYAS K S/o KOYA KUNIYIL,Independent,106,5,111,0.07,29,9,I
8,P. P MUHAMMAD RIYAS S/o MAMUKKOYA,Independent,160,5,165,0.1,29,7,I
9,NOTA,None of the Above,601,20,621,0.38,29,5,NOTA
1,ADV: V.K. SAJEEVAN,Bharatiya Janata Party,27048,624,27672,14.28,30,3,BJP
2,E. P. ANWAR SADATH,Welfare Party Of India,1026,31,1057,0.55,30,5,WPOI
3,ABDUL VAHID,SOCIAL DEMOCRATIC PARTY OF INDIA,1276,23,1299,0.67,30,4,SDPOI
4,ABDUL RAHEEM P S/o. ABDUL KAREEM,Independent,210,12,222,0.11,30,11,I
5,ABDUL RAHEEM S/o. HASSAN KOYA,Independent,725,13,738,0.38,30,8,I
6,DINESH PERUMANNA,Independent,72998,1864,74862,38.62,30,2,I
7,DINESHAN PAKKATH,Independent,972,49,1021,0.53,30,6,I
8,DINESAN MUNDAKKAL,Independent,222,3,225,0.12,30,10,I
9,BABU K G,Independent,715,9,724,0.37,30,9,I
10,ADV. P. T. A RAHIM,Independent,82498,2640,85138,43.93,30,1,I
11,NOTA,None of the Above,851,13,864,0.45,30,7,NOTA
1,T BALASOMAN,Bharatiya Janata Party,9227,271,9498,6.28,31,3,BJP
2,DR. M.K MUNEER,Indian Union Muslim League,70193,2143,72336,47.86,31,1,IUML
3,MUSTHAFA KOMMERI,SOCIAL DEMOCRATIC PARTY OF INDIA,1734,35,1769,1.17,31,4,SDPOI
4,SHAHIN K C,Samajwadi Forward Bloc,69,5,74,0.05,31,12,SFB
5,ABDUL MUNEER,Independent,86,0,86,0.06,31,11,I
6,SALEEM NECHOLE,Independent,91,1,92,0.06,31,10,I
7,ABDUL RAZAK K S/O AHMAD KUTTY,Independent,379,2,381,0.25,31,5,I
8,KARAT RAZACK,Independent,64114,1878,65992,43.66,31,2,I
9,ABDUL RAZAK S/O MUHAMMED,Independent,316,9,325,0.22,31,6,I
10,MUNEER M.K S/O MUHAMMED,Independent,207,21,228,0.15,31,8,I
11,LAKSHMANAN.K.P.THAMARASSERY,Independent,102,2,104,0.07,31,9,I
12,NOTA,None of the Above,265,4,269,0.18,31,7,NOTA
1,C. P. Cheriya Muhammed,Indian Union Muslim League,61469,1755,63224,44.21,32,2,IUML
2,Baby Ambattu,Bharatiya Janata Party,7632,162,7794,5.45,32,3,BJP
3,Linto Joseph,Communist Party of India (Marxist),66017,1850,67867,47.46,32,1,CPI(M)
4,K. P. Cheriya Muhammed S/o Kunhoyi,Independent,1100,21,1121,0.78,32,5,I
5,Prof.George Mathew Thottathimyalil,Independent,74,4,78,0.05,32,9,I
6,Linto Joseph S/o Sali,Independent,550,29,579,0.4,32,6,I
7,Lenilal. T. D.,Independent,78,2,80,0.06,32,8,I
8,Sunny. V. Joseph,Independent,1800,47,1847,1.29,32,4,I
9,NOTA,None of the Above,413,6,419,0.29,32,7,NOTA
1,T V IBRAHIM,Indian Union Muslim League,81259,1500,82759,50.42,33,1,IUML
2,SIVADASAN T,Bahujan Samaj Party,893,15,908,0.55,33,5,BSP
3,SHEEBA UNNIKRISHNAN,Bharatiya Janata Party,10904,210,11114,6.77,33,3,BJP
4,Razak PALERI,Welfare Party Of India,2505,74,2579,1.57,33,4,WPOI
5,C V IBRAHIM S/o MUHAMMED,Independent,230,3,233,0.14,33,8,I
6,KATTUPARUTHY SULAIMAN HAJI,Independent,64015,1078,65093,39.66,33,2,I
7,SULAIMAN HAJI,Independent,893,12,905,0.55,33,6,I
8,NOTA,None of the Above,552,2,554,0.34,33,7,NOTA
1,Adv. C. Dinesh,Bharatiya Janata Party,6509,174,6683,4.66,34,3,BJP
2,P.K. Basheer,Indian Union Muslim League,75952,2124,78076,54.49,34,1,IUML
3,Velayudhan,Bahujan Samaj Party,1227,20,1247,0.87,34,4,BSP
4,K.T. Abdurahiman,Independent,54218,1312,55530,38.76,34,2,I
5,Adv. Sebastian,Independent,1077,23,1100,0.77,34,5,I
6,NOTA,None of the Above,626,10,636,0.44,34,6,NOTA
1,ADV. T. K ASHOKKUMAR,Bharatiya Janata Party,8440,155,8595,4.96,35,3,BJP
2,ADV: V.V. PRAKASH,Indian National Congress,76713,1814,78527,45.34,35,2,INC
3,ANILA MATHEW,Indian Christian Secular Party,501,8,509,0.29,35,6,ICSP
4,K. BABU MANI,SOCIAL DEMOCRATIC PARTY OF INDIA,3249,32,3281,1.89,35,4,SDPOI
5,P.V. ANVAR,Independent,79505,1722,81227,46.9,35,1,I
6,SAJADURAHMAN.C.P,Independent,554,5,559,0.32,35,5,I
7,NOTA,None of the Above,499,8,507,0.29,35,7,NOTA
1,A P ANILKUMAR,Indian National Congress,85776,1639,87415,51.44,36,1,INC
2,MIDHUNA P,Communist Party of India (Marxist),70548,1304,71852,42.28,36,2,CPI(M)
3,Dr. P C VIJAYAN,Bharatiya Janata Party,6929,128,7057,4.15,36,3,BJP
4,KRISHNAN C,Welfare Party Of India,2843,100,2943,1.73,36,4,WPOI
5,NOTA,None of the Above,660,4,664,0.39,36,5,NOTA
1,NAZAR DEBONA,Communist Party of India,62881,1382,64263,40.93,37,2,CPI
2,P.R. RASMIL NATH,Bharatiya Janata Party,11030,320,11350,7.23,37,3,BJP
3,Adv. U.A. LATHEEF,Indian Union Muslim League,77384,1452,78836,50.22,37,1,IUML
4,PALATHINGAL ABOOBACKER,Independent,1332,9,1341,0.85,37,4,I
5,NOTA,None of the Above,1185,17,1202,0.77,37,5,NOTA
1,NAJEEB KANTHAPURAM,Indian Union Muslim League,75264,1266,76530,46.21,38,1,IUML
2,SUCHITHRA,Bharatiya Janata Party,7846,175,8021,4.84,38,3,BJP
3,ADV ABDUL AFSAL P T,Independent,897,9,906,0.55,38,4,I
4,NAJEEB KUTTEERI,Independent,822,6,828,0.5,38,6,I
5,MUSTHAFA S/o MUHAMMED,Independent,469,2,471,0.28,38,9,I
6,MUSTHAFA P K S/o SAIDALAVI,Independent,738,12,750,0.45,38,8,I
7,MUHAMMED MUSTHAFA K P,Independent,747,4,751,0.45,38,7,I
8,K P M MUSTHAFA S/o MUHAMMEDALI HAJI,Independent,75067,1425,76492,46.19,38,2,I
9,NOTA,None of the Above,856,11,867,0.52,38,5,NOTA
1,MANJALAMKUZHI ALI,Indian Union Muslim League,81273,1958,83231,49.46,39,1,IUML
2,SAJESH ELAYIL,Bharatiya Janata Party,6469,172,6641,3.95,39,3,BJP
3,Adv. T.K. RASHEEDALI,Communist Party of India (Marxist),75322,1663,76985,45.75,39,2,CPI(M)
4,ALI S/o ALAVI HAJI,Independent,193,0,193,0.11,39,6,I
5,ALI S/o MUSTHAFA,Independent,345,5,350,0.21,39,5,I
6,M.ALI,Independent,81,5,86,0.05,39,8,I
7,RASHEEDALI S/o MAMMUNNI,Independent,168,15,183,0.11,39,7,I
8,NOTA,None of the Above,590,9,599,0.36,39,4,NOTA
1,PALOLI ABDURAHIMAN,Communist Party of India (Marxist),56814,1144,57958,35.82,40,2,CPI(M)
2,P. UBAIDULLA,Indian Union Muslim League,91470,1696,93166,57.57,40,1,IUML
3,PRASOBH .T,Bahujan Samaj Party,319,2,321,0.2,40,6,BSP
4,AREEKKAD SETHUMADHAVAN,Bharatiya Janata Party,5755,128,5883,3.64,40,3,BJP
5,E.C. AYISHA,Welfare Party Of India,3090,104,3194,1.97,40,4,WPOI
6,T.K. BOSE,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),309,0,309,0.19,40,7,SUCOI(C)
7,NOTA,None of the Above,983,11,994,0.61,40,5,NOTA
1,KEERAN,Bahujan Samaj Party,1057,3,1060,0.81,41,6,BSP
2,P.K KUNJHALIKUTTY,Indian Union Muslim League,69283,1098,70381,53.5,41,1,IUML
3,P. JIJI,Communist Party of India (Marxist),39150,635,39785,30.24,41,2,CPI(M)
4,PREMAN MASTER,Bharatiya Janata Party,5853,115,5968,4.54,41,4,BJP
5,ANANNYAHKUMARI ALEX,Democratic Social Justice Party,132,3,135,0.1,41,8,DSJP
6,E.K. KUNHAHAMEDKUTTY MASTER,Welfare Party Of India,1984,67,2051,1.56,41,5,WPOI
7,ADIL ABDURAHIMAN THANGAL,Independent,124,5,129,0.1,41,9,I
8,SABAH KUNDUPUZHAKKAL,Independent,11149,106,11255,8.56,41,3,I
9,NOTA,None of the Above,779,8,787,0.6,41,7,NOTA
1,ABDUL HAMEED MASTER,Indian Union Muslim League,70342,1481,71823,47.43,42,1,IUML
2,PEETHAMBARAN PALAT,Bharatiya Janata Party,19304,549,19853,13.11,42,3,BJP
3,SASI KIZHAKKAN,Bahujan Samaj Party,845,36,881,0.58,42,5,BSP
